-4,-4
-4,-4
-3.90149,-3.98511
-3.81915,-3.94668
-3.81915,-3.94668
-3.73515,-3.89242
-3.65115,-3.83817
-3.56714,-3.78391
-3.49113,-3.73482
-3.49113,-3.73482
-3.41646,-3.66887
-3.36461,-3.5838
-3.34022,-3.48721
-3.33864,-3.45481
-3.33864,-3.45481
-3.35353,-3.3563
-3.35939,-3.33904
-3.35939,-3.33904
-3.38162,-3.27903
-3.38162,-3.27903
-3.40187,-3.18149
-3.40237,-3.16327
-3.40237,-3.16327
-3.38812,-3.06687
-3.38812,-3.06687
-3.35921,-2.97114
-3.33029,-2.87542
-3.30137,-2.77969
-3.27245,-2.68396
-3.24353,-2.58823
-3.21461,-2.49251
-3.1857,-2.39678
-3.15678,-2.30105
-3.12786,-2.20532
-3.09894,-2.1096
-3.07002,-2.01387
-3.0411,-1.91814
-3.01219,-1.82241
-2.98327,-1.72669
-2.95435,-1.63096
-2.92543,-1.53523
-2.89651,-1.43951
-2.86759,-1.34378
-2.83868,-1.24805
-2.80976,-1.15232
-2.78084,-1.0566
-2.75192,-0.960869
-2.723,-0.865141
-2.70655,-0.810681
-2.70655,-0.810681
-2.69231,-0.714286
-2.69231,-0.714285
-2.67742,-0.615779
-2.63409,-0.526071
-2.59149,-0.475443
-2.59149,-0.475443
-2.51984,-0.405687
-2.44819,-0.335931
-2.37654,-0.266175
-2.30488,-0.19642
-2.23323,-0.126664
-2.16158,-0.0569077
-2.08992,0.0128482
-2.01827,0.0826041
-1.94662,0.15236
-1.87497,0.222116
-1.80331,0.291872
-1.73166,0.361628
-1.66001,0.431383
-1.58836,0.501139
-1.5167,0.570895
-1.44505,0.640651
-1.3734,0.710407
-1.30174,0.780163
-1.23009,0.849919
-1.19549,0.883606
-1.19549,0.883606
-1.13529,0.962988
-1.10124,1.05661
-1.09467,1.12245
-1.09467,1.12245
-1.07979,1.22096
-1.07105,1.24571
-1.07105,1.24571
-1.03407,1.33862
-0.997091,1.43153
-0.960112,1.52445
-0.923134,1.61736
-0.886156,1.71027
-0.849177,1.80318
-0.812199,1.89609
-0.775221,1.989
-0.738243,2.08192
-0.701264,2.17483
-0.664286,2.26774
-0.63515,2.34095
-0.63515,2.34095
-0.584891,2.42697
-0.511457,2.49429
-0.421407,2.53691
-0.325444,2.55102
-0.325444,2.55102
-0.226937,2.56591
-0.199664,2.57566
-0.199664,2.57566
-0.107057,2.6134
-0.0144491,2.65113
0.0781584,2.68886
0.170766,2.7266
0.2052,2.74063
0.2052,2.74063
0.302042,2.76401
0.401469,2.75773
0.4946,2.72235
0.566682,2.66764
0.566682,2.66764
0.646864,2.60851
0.67741,2.59432
0.67741,2.59432
0.770115,2.55683
0.862821,2.51934
0.955526,2.48185
1.04823,2.44435
1.14094,2.40686
1.23364,2.36937
1.2459,2.36441
1.2459,2.36441
1.33164,2.31368
1.39855,2.23987
1.44067,2.14959
1.45426,2.05539
1.45426,2.05539
1.46914,1.95689
1.51248,1.86718
1.58039,1.79429
1.6668,1.74471
1.76401,1.7229
1.86332,1.73078
1.95587,1.76766
1.98685,1.78817
1.98685,1.78817
2.06702,1.84795
2.14718,1.90773
2.22735,1.96751
2.30751,2.02729
2.38768,2.08707
2.46784,2.14684
2.53752,2.1988
2.53752,2.1988
2.57396,2.23032
2.57396,2.23032
2.6075,2.2695
2.6075,2.2695
2.66646,2.35027
2.72542,2.43105
2.78437,2.51182
2.84333,2.59259
2.90228,2.67336
2.95463,2.74507
2.95463,2.74507
2.98817,2.78426
2.98817,2.78426
3.00402,2.80126
3.00402,2.80126
3.06963,2.87673
3.13524,2.95219
3.20085,3.02766
3.26646,3.10313
3.32931,3.17542
3.32931,3.17542
3.40517,3.23999
3.49673,3.27926
3.59581,3.28972
3.69355,3.27043
3.78122,3.22312
3.81657,3.19242
3.81657,3.19242
3.8757,3.11224
3.90849,3.01816
3.91201,2.9186
3.88596,2.82244
3.83265,2.73828
3.75685,2.67363
3.66533,2.63426
3.56627,2.6237
3.46851,2.64289
3.38078,2.69011
3.31093,2.76115
3.26519,2.84965
3.24765,2.94772
3.25988,3.04659
3.29382,3.12618
3.29382,3.12618
3.34466,3.21229
3.3955,3.29841
3.44634,3.38452
3.49718,3.47063
3.54802,3.55674
3.59886,3.64286
3.64969,3.72897
3.70053,3.81508
3.71296,3.83613
3.71296,3.83613
3.77586,3.91339
3.85878,3.96861
3.95432,3.99685
4,4
