3.93923;-0.0348502
4.10089; 0.0063011
4.2957; 0.113276
4.46859; 0.405456
4.46859;0.405456
4.31049; 0.689018
3.86817; 0.962345
3.80769; 1.0102
3.80769;1.0102
3.679; 1.09019
2.54783; 1.47361
2.44083; 1.49125
2.44083;1.49125
2.33277; 1.50925
0.745986; 2.05302
0.618343; 2.13265
0.618343;2.13265
0.389486; 2.23021
-1.04037; 2.25958
-1.26923; 2.35714
-1.26923;2.35714
-1.81586; 2.24158
-2.93914; -0.665575
-2.96154; -0.785713
-2.96154;-0.785714
-3.00535; -0.950904
-4.61003; -3.76338
-4.65385; -3.92857
-4.65385;-3.92857
-4.65068; -3.97442
-4.59944; -4.3434
-4.6939; -4.62495
-4.6939;-4.62495
-4.69553; -4.62657
-5.07779; -5.00358
-5.07943; -5.00521
