3.9621,-0.0281745
3.9621,-0.0281745
4.01195,-0.024893
4.06074,-0.0141995
4.10739,0.00366569
4.15085,0.0283015
4.19013,0.0591546
4.22437,0.0955321
4.25278,0.136617
4.27474,0.181487
4.27799,0.189959
4.27799,0.189959
4.29527,0.236878
4.31025,0.277568
4.31025,0.277568
4.33098,0.323019
4.35826,0.364862
4.38735,0.398084
4.38735,0.398084
4.41992,0.435954
4.44647,0.478266
4.4664,0.524071
4.47927,0.57234
4.48477,0.621989
4.48279,0.671903
4.47338,0.720961
4.45674,0.768062
4.43325,0.812146
4.40343,0.852225
4.36796,0.887399
4.32763,0.916877
4.28335,0.939997
4.23611,0.95624
4.18698,0.965242
4.17155,0.966525
4.17155,0.966525
4.12164,0.969511
4.07173,0.972496
4.02182,0.975482
3.97191,0.978468
3.922,0.981454
3.87208,0.984439
3.82217,0.987425
3.77226,0.990411
3.75837,0.991242
3.75837,0.991242
3.73846,0.991837
3.73846,0.991837
3.68865,0.99558
3.63996,1.00673
3.59347,1.02502
3.56234,1.04217
3.56234,1.04217
3.51989,1.06858
3.47744,1.095
3.43499,1.12142
3.39254,1.14784
3.35009,1.17426
3.30763,1.20068
3.26518,1.22709
3.22273,1.25351
3.18028,1.27993
3.13783,1.30635
3.09538,1.33277
3.05293,1.35919
3.01048,1.3856
2.96803,1.41202
2.92558,1.43844
2.88313,1.46486
2.84068,1.49128
2.80827,1.51144
2.80827,1.51144
2.76401,1.53458
2.71677,1.55085
2.66764,1.55988
2.61772,1.56146
2.56811,1.55556
2.51995,1.54232
2.4743,1.52203
2.4322,1.49514
2.39645,1.46414
2.39645,1.46414
2.35858,1.43156
2.31627,1.40501
2.27046,1.38508
2.22219,1.37222
2.17254,1.36672
2.12263,1.3687
2.07357,1.37811
2.02647,1.39475
2.01704,1.39908
2.01704,1.39908
1.97192,1.42064
1.92681,1.44219
1.88169,1.46375
1.83658,1.48531
1.79146,1.50686
1.74635,1.52842
1.70124,1.54997
1.65612,1.57153
1.61101,1.59309
1.56589,1.61464
1.52078,1.6362
