4.0225;-1.95384
4.04465; -1.29058
3.81527; -1.26084
3.62244; -1.16597
3.62244;-1.16597
3.61158; -1.15559
2.9724; -0.57161
2.96154; -0.561225
2.96154;-0.561224
2.93575; -0.532247
1.79107; 0.915666
1.52959; 1.04227
1.52959;1.04227
1.41198; 1.06371
-0.17529; 1.66224
-0.292899; 1.68367
-0.292899;1.68367
-0.413266; 1.70616
-1.5394; 2.14223
-1.65976; 2.16472
-1.65976;2.16472
-1.94446; 2.00477
-2.55491; 1.00237
-2.50592; 0.593294
-2.50592;0.593294
-2.47741; 0.154358
-3.32356; -0.945666
-3.35207; -0.978134
-3.35207;-0.978134
-3.41261; -1.06103
-4.13768; -2.46667
-4.19823; -2.54956
-4.19823;-2.54956
-4.25877; -2.63245
-4.98384; -4.0381
-5.04438; -4.12099
-5.04438;-4.12099
-5.12235; -4.46948
-4.98216; -4.85938
-4.90419; -4.9823
