-5,-5
-5,-5
-5,-5
-5,-5
-5,-5
-4.98511,-4.90149
-4.94178,-4.81179
-4.91055,-4.77278
-4.91055,-4.77278
-4.84239,-4.69961
-4.77422,-4.62644
-4.70605,-4.55328
-4.63789,-4.48011
-4.56972,-4.40695
-4.50155,-4.33378
-4.43339,-4.26061
-4.36522,-4.18745
-4.29705,-4.11428
-4.22889,-4.04112
-4.22258,-4.03435
-4.22258,-4.03435
-4.16633,-3.95213
-4.13688,-3.85696
-4.13688,-3.75733
-4.16632,-3.66215
-4.22257,-3.57993
-4.23077,-3.57143
-4.23077,-3.57143
-4.2899,-3.49125
-4.32269,-3.39717
-4.32621,-3.29761
-4.30016,-3.20145
-4.27521,-3.15508
-4.27521,-3.15508
-4.22101,-3.07104
-4.16682,-2.98699
-4.11262,-2.90295
-4.05843,-2.81891
-4.00423,-2.73487
-3.95004,-2.65083
-3.89584,-2.56679
-3.84165,-2.48275
-3.78745,-2.39871
-3.73326,-2.31466
-3.67906,-2.23062
-3.62487,-2.14658
-3.57067,-2.06254
-3.51648,-1.9785
-3.46228,-1.89446
-3.40809,-1.81042
-3.3539,-1.72638
-3.2997,-1.64233
-3.24551,-1.55829
-3.19131,-1.47425
-3.13712,-1.39021
-3.08292,-1.30617
-3.02873,-1.22213
-2.97453,-1.13809
-2.92034,-1.05405
-2.86614,-0.970004
-2.81195,-0.885963
-2.75775,-0.801922
-2.73674,-0.769339
-2.73674,-0.769339
-2.69231,-0.714286
-2.69231,-0.714286
-2.63343,-0.634568
-2.63343,-0.634568
-2.58663,-0.546193
-2.53983,-0.457818
-2.49304,-0.369442
-2.44624,-0.281067
-2.39945,-0.192692
-2.35265,-0.104316
-2.30586,-0.015941
-2.25906,0.0724342
-2.21922,0.147671
-2.21922,0.147671
-2.18628,0.241694
-2.1826,0.341251
-2.20851,0.43745
-2.26168,0.521698
-2.27811,0.539358
-2.27811,0.539358
-2.33723,0.61954
-2.37003,0.713614
-2.37355,0.813177
-2.3615,0.871452
-2.3615,0.871452
-2.33258,0.96718
-2.30366,1.06291
-2.27474,1.15864
-2.25389,1.22767
-2.25389,1.22767
-2.23965,1.32628
-2.2552,1.42468
-2.29912,1.5141
-2.33728,1.55977
-2.33728,1.55977
-2.39641,1.63995
-2.4292,1.73402
-2.43272,1.83359
-2.40667,1.92974
-2.35336,2.01391
-2.27756,2.07856
-2.18604,2.11792
-2.10652,2.12877
-2.10652,2.12877
-2.00653,2.13025
-1.90654,2.13173
-1.80655,2.13321
-1.70656,2.1347
-1.60657,2.13618
-1.50658,2.13766
-1.4066,2.13915
-1.30661,2.14063
-1.20662,2.14211
-1.15879,2.14282
-1.15879,2.14282
-1.15385,2.14286
-1.15385,2.14286
-1.05534,2.15774
-0.99333,2.18405
-0.99333,2.18405
-0.905688,2.23221
-0.818046,2.28036
-0.730404,2.32852
-0.642762,2.37667
-0.55512,2.42482
-0.467478,2.47298
-0.379836,2.52113
-0.292194,2.56929
-0.204552,2.61744
-0.11691,2.6656
-0.0292682,2.71375
0.0583738,2.76191
0.146016,2.81006
0.233658,2.85822
0.3213,2.90637
0.342443,2.91799
0.342443,2.91799
0.435945,2.95238
0.502959,2.95918
0.502959,2.95918
0.589759,2.94768
0.589759,2.94768
0.686309,2.92164
0.768258,2.89954
0.768258,2.89954
0.85949,2.85952
0.91716,2.81341
0.91716,2.81341
0.997342,2.75428
1.01803,2.74427
1.01803,2.74427
1.10949,2.70382
1.20094,2.66337
1.29239,2.62292
1.35338,2.59594
1.35338,2.59594
1.43745,2.54248
1.50196,2.46657
1.54116,2.37498
1.55154,2.27589
1.53217,2.17817
1.48479,2.09053
1.45426,2.05539
1.45426,2.05539
1.39513,1.97521
1.36234,1.88114
1.35881,1.78157
1.38487,1.68542
1.43817,1.60125
1.51397,1.5366
1.60549,1.49724
1.70456,1.48668
1.80232,1.50587
1.89004,1.55309
1.95989,1.62412
2.00563,1.71263
